timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1591775754210,1743,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-4,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1212,0,0
1591775755953,1571,/cgi-bin/login.pl-13,200,OK,Thread Group 1-4,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,1227,0,0
1591775757524,1483,/cgi-bin/login.pl-14,200,OK,Thread Group 1-4,text,true,,1154,241,48,48,http://localhost:1080/cgi-bin/login.pl?intro=true,1415,0,0
1591775759007,1547,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-4,text,true,,1749,511,45,45,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,843,0,0
1591775752336,8223,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-37,,true,,6919,2576,45,45,null,0,0,0
1591775752336,1712,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-37,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,907,0,0
1591775754048,1675,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-37,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1298,0,0
1591775755723,1327,/cgi-bin/login.pl-13,200,OK,Thread Group 1-37,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,688,0,0
1591775757050,1595,/cgi-bin/login.pl-14,200,OK,Thread Group 1-37,text,true,,1154,241,50,50,http://localhost:1080/cgi-bin/login.pl?intro=true,860,0,0
1591775758645,1914,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-37,text,true,,1749,511,45,45,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,1136,0,0
1591775752241,8318,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-17,,true,,6919,2576,45,45,null,0,3,0
1591775752242,1939,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-17,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,1644,0,0
1591775754182,1782,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-17,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1336,0,0
1591775755964,1355,/cgi-bin/login.pl-13,200,OK,Thread Group 1-17,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,787,0,0
1591775757320,1609,/cgi-bin/login.pl-14,200,OK,Thread Group 1-17,text,true,,1154,241,50,50,http://localhost:1080/cgi-bin/login.pl?intro=true,1116,0,0
1591775758929,1633,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-17,text,true,,1749,511,45,45,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,909,0,0
1591775752255,8324,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-32,,true,,6919,2576,45,45,null,0,1,0
1591775752255,1769,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-32,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,1097,0,0
1591775754025,2020,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-32,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1597,0,0
1591775756045,1269,/cgi-bin/login.pl-13,200,OK,Thread Group 1-32,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,936,0,0
1591775757314,1599,/cgi-bin/login.pl-14,200,OK,Thread Group 1-32,text,true,,1154,241,50,50,http://localhost:1080/cgi-bin/login.pl?intro=true,1113,0,0
1591775758913,1667,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-32,text,true,,1749,511,45,45,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,949,0,0
1591775752253,8352,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-43,,true,,6919,2576,45,45,null,0,1,0
1591775752253,1779,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-43,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,1067,0,0
1591775754032,1924,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-43,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1595,0,0
1591775755956,1095,/cgi-bin/login.pl-13,200,OK,Thread Group 1-43,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,446,0,0
1591775757051,1677,/cgi-bin/login.pl-14,200,OK,Thread Group 1-43,text,true,,1154,241,50,50,http://localhost:1080/cgi-bin/login.pl?intro=true,869,0,0
1591775758729,1877,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-43,text,true,,1749,511,45,45,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,919,0,0
1591775752434,8311,Login,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-28,,true,,6919,2576,45,45,null,0,0,0
1591775752434,1778,/cgi-bin/welcome.pl-11,200,OK,Thread Group 1-28,text,true,,1092,512,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=true,1467,0,0
1591775754212,1527,/cgi-bin/nav.pl-12,200,OK,Thread Group 1-28,text,true,,1889,587,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,905,0,0
1591775755739,1571,/cgi-bin/login.pl-13,200,OK,Thread Group 1-28,text,true,,1035,725,50,50,http://localhost:1080/cgi-bin/login.pl,1243,0,0
1591775757310,1624,/cgi-bin/login.pl-14,200,OK,Thread Group 1-28,text,true,,1154,241,50,50,http://localhost:1080/cgi-bin/login.pl?intro=true,1126,0,0
1591775758934,1811,/cgi-bin/nav.pl-15,200,OK,Thread Group 1-28,text,true,,1749,511,45,45,http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home,1318,0,0
1591775758915,1832,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-19,,true,,2825,996,45,45,null,0,1,0
1591775758916,1832,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-19,text,true,,2825,996,45,45,http://localhost:1080/cgi-bin/reservations.pl,1508,0,0
1591775758942,1806,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-21,,true,,2825,996,45,45,null,0,0,0
